ReviewerID	ProductID	Name	Review	Rating	Summary	Date
A2QDPJRVXL7P4F	B000IK882Y	Sahra Badou Bibliophile	I really enjoyed this TV series, and I found it superior to season one.In season two, the relationship between Dr. Brennan and Booth is well developed, albeit unpredictable, especially with the newly introduced and sexy new boss. There are a lot of tensions, thrills, passions, conspiracies, and sex in this season. Some episodes were extremely well though-off and intriguing. I did like the most the episode on the astronaut. Are there aliens from outer space, and did one just fall down to Earth? Watch the episode to find out.This series will teach you a lot of medical terms as well as how crimes are committed (and how not to commit crimes).,	5	Entertaining and educational show.,	07-06-2008
AR6MI6AVH9YML	B000IK882Y	V Johnson	The interaction between Bones and Booth got even better this season.  The change in other characters helped develop the series.,	5	Second season even better,	01-07-2014
A1REM7I2ZEE195	B000IKP5AM	D. Christensen	Love this series and watch it over and over.  I am sure many people who watch it know a person like Hyacinth, which makes it even more humorous.  I am so happy I can watch it any time I want a good laugh with my Premium membership.,	5	Hilarious,	06-07-2013
AOWWT9PZ1UP2V	B000IKP5AM	W. Cleaveland	Clean, funny and plain right down silly.  Great acting and fun to watch.  I would recommend this to a friend.,	5	It's silly but I love it,	07-05-2013
A7VOYAAV4QNP5	B000IKQX44	bdeath	Dragged out in the beginning. Was interesting to a point. The others I have said are a bit better. Event, Defiance, and Falling skies where better. Hope that helps. Looking forward to seeing more of those and grim. This has the cast, just needs better to the story line.,	4	Was ok...,	05-04-2014
AMOS0E4FEHZQC	B000IKQX44	Carol J. Rader crdvm	While I liked this mini-series enough to but all 5 parts- I was disappointed in the non-ending . Maybe there was supposed to be more story later? Major characters are tossed away. I wouldn't see it again.,	3	aliens invading,	07-09-2013
AHIK7BUXFRMT8	B000IKQX44	David Bower	Overall the mini-series was well handled and held my interest right up to the end. The end, however, was more of a stopping point than a wrap-up as it left most of the important questions unanswered.This one may be good to-rent for those who are die-hard science fiction fans but will have a limited audience in others. I enjoyed watching it once but will probably not watch it again.,	4	Familiar Plot with Some New Packaging Twists,	10-10-2013
A3LDLV1GWQJLEQ	B000IKQX44	eric talerico Greenmanwest	This is one of the more campy and fun SciFi shows to come from the BBC. It has some of the same arch sense of humor that makes the Dr. Who series so beguiling, but with a slightly darker and more dangerous edge.,	5	Campy and Fun SciFi,	11-02-2013
A23JS9UFZWZKH0	B000IKQX44	Mary	Well, I think this series would be great for mystery science theater review.  I like the campy quality of the series  but die hard scifi fans probably won't like it.  I would like to give a nod to a Downton Abbey star who plays a significant role in this series.  Can you pick out the actor?,	3	Like Quirky Series?  This one is for you.,	05-08-2014
A1VJT2ZQ6MEFQQ	B000IKQX44	Peggy H. Rose	Am enjoying it but wish that more of the scenes were better lighted.  Hard to see sometimes.  A range of accents makes adds to the interest.,	4	Interesting,	03-03-2014
A2KFBDKKMSVN4Y	B000IKQX44	Robert W. Murray igsrule	Brit show with several downtown abbey regulars in cast.  Ok for middle of night insomnia.  Fred ward should have been a bigger star.,	3	Not dr. Who.,	05-09-2014
AIYEG9VA07EZS	B000IKQX44	Roger Heumann	A lot &#34;off the wall&#34;.First thing I noticed was the Alert response time (at the beginning) of nearly 10 minutes is TOTALLY wrong. (Seriously folks, it's under 60 seconds!!)  and to place the ONE GUY responsible (for the whole debacle) in a position of leadership!?! NOT HAPPENING!!! And there's not a way -- good or bad -- to 'spin' it.The story was very good, but what this series lacked was a director.,	3	And there's not a way -- good or bad -- to 'spin' it,	07-07-2014
A1O46RR2M2T963	B000IO3OBK	Alison G. Jones babybear	unfortunatley, I seem to be watching the seasons out of order (i can get several seasons on amazon, other ones from different places) - but the season is great - good twists & change-ups - now just get amazon to make all the seasons available...,	5	very good season,	11-12-2012
AJI274VTPS98E	B000IO3OBK	Jacob Crampton	If you love survivor then you will want to checkout this season. This is one of the better seasons.Love it.,	5	Check it out!,	03-01-2014
ARRC9IHPZ39U5	B000IO3OBK	nancy	Wonderful. Need all seasons available to buy.,	5	Five Stars,	07-09-2014
A3LOEAFCDUA1W7	B000IO3OBK	Nate	Yul is a great Survivor and is the mastermind of the entire season and deserves to win. Jeff Probst declares he was disappointed that Ozzy didn't win because of how well he dominated all the challenges. Ozzy is one of the best players to ever play the game and his game is pure according to Yul. He doesn't screw anyone in his alliance over and physically is a step above anyone else in the game. Yul is much smarter than Ozzy and gets more respect from the other players. Jonathan Penner is pretty funny and owns Probst in some of the back and forth at challenges. In the start of the game the tribes are divided by ethnicities into 4 tribes, which has never happened in Survivor. After the Asians dominate the first 2 challenges the tribes are mixed up. The hidden immunity idol plays a big role in this season. It's pretty cheap that you get to play it after the votes are read, so the person with the idol never gets any votes. This is a great season of Survivor, you should buy it.,	5	3rd best season of Survivor,	04-05-2013
A1J5SY2TZJG4VU	B000IO3OBK	trixie	playback is horrible.is pauses all the time and makes watching it a pain in the A&#34;&#34;&#34;&#34;&#34;.if this was a dvd I would return it for a new one, but it is instant video purchase.,	3	playback sucks,	02-09-2013
A1STPMGQSC12NS	B000IO3OBK	valeri	if for no other reason, select this season and admire oscar in all his glory! this man's smile will break hearts around the world...,	5	ozzy is delightful,	01-12-2014
A1ZKTI37TXXR89	B000IVUL64	J3F	This season slowed down a little bit compared to season 4.  Intensity was there, but as the season progress, less chaos between episodes.  Opening was cool in Brazil.  Season closer wasn't that hyped, though the story was good.  Highlights:  Delko almost dies, Horatio saves a stripper, Wolf gets fired, and nicer looking cars. . .,	4	New direction,	03-12-2013
A33PNAQ33DGBJG	B000IVUL64	Michelle Polk	The first couple of episodes weren't the best but overall, it is a good series. It kinda looks like they are just putting something together to have a show on a couple of the episodes. That is my only negative. A couple of the old case files came back into the picture and the bad guy comes to justice. I love it when they do that!Another good season for Miami:CSI!,	5	Horatio is my favorite....,	12-04-2007
A89NXH5WEOEJM	B000IXUOP0	Betty J. Conner	For some reason, we had never watched this show.  Once we saw it we fell in love with it and have now watched season 1 though season and are anxiously awaiting season 11.,	5	NCIS Season 4.,	05-04-2014
A1BLPBS90I0GRK	B000IXUOP0	D. C. Holbrook Dee	Love this show and love having the DVD's to watch anytime I wish. I am looking forward to purchasing seasons 7, 8 and 9 (when available) to complete my collection. We purchased seasons 1-6 for Christmas :-),	5	NCIS Rocks!!!,	01-10-2012
A2RD1DGD4B61ZT	B000IXUOP0	Kris	I have ordered all the seasons of NCIS so far and have had no problems with any of the DVDs. All have come fast and when they said they would come.,	5	Love it,	09-02-2013
A33PNAQ33DGBJG	B000IXUOP0	Michelle Polk	another great season. My only complaint is how it ended. it was just over. It was like the writers just ran out of steam and left us hanging. The development of the characters in this season has been a great.,	5	ncis4 --,	03-12-2008
ASXL207Z7R6SC	B000IXUOP0	movie lover jean	I have not had a chance to view this DVD yet but it appears to be in good condition.  Thank You,	4	NCIS fourth season,	03-04-2010
A3FZGDI9RI5HZK	B000J0Q1KO	Amazon Customer	I am one of those people who chooses not to pay for cable so I buy the programs I enjoy and know that will enjoy watch many times.  This series is one of my favorites and I have just about all of the seasons.  I really like William Peterson so I am not sure I will buy any more once he leaves in season 8 or 9.  I find that when I watch them again I see something I missed the times before so it is well worth the money to be able to have control over what I watch and when I watch it.,	5	One of my favorites.,	07-05-2011
A2D2P57Q33UI6V	B000J0Q1KO	cozzetta	Excellent!,	5	Five Stars,	07-11-2014
A29VW1OZ9FFLTQ	B000J1B1PI	Christpher D. Quye Cidjack	I am a big fan of this series, each new season brings something new to the back stories of each character. I highly recommend.,	5	Great season!,	06-03-2014
A50IGEA0XTJ99	B000J1B1PI	Gale A. Cleaves	With every episode it seems to get better, the story lines are excellent and the characters are great. I love the family dynamic that is shown in each of the stories told.,	5	perfection,	02-07-2014
A4EIJ7R3YT2FV	B000J1B1PI	Gloria Caughey	My son is a statics masters student going onto his PHD, this show so reminds me of him and the math that he does, it just makes you realize that math is everywhere no matter where we are, sorry to see that the series ended so soon,	5	love it,	07-12-2013
AOXZZN25ZEQ6M	B000J1B1PI	Good Shopper	We have enjoyed all of the episodes, like the characters, content is educational, love Professor Epps! Recommend to all viewers.,	5	Very interesting, good characters,	02-10-2014
A1VYWOLFR6Q8EK	B000J1B1PI	S. Lee waterwoman39	We watched this show every weeek when it was on.  Well, may have missed a few.  The shows are memorable and we mostly recall them very well and enjoy them as much as the first time.  Some things just wear well and this show has something.,	5	The second time around.,	03-07-2013
A179EPBPN8ZDHT	B000J46A6K	Janet Atkinson - Q15J	ordinarily I love British comedy but there was really nothing funny that I could find in this sitcom. . .,	1	not funny,	02-10-2013
A1AX4PPAR8B39O	B000J46A6K	Sjc62	I usually watch a more serious program, but end the night with one episode of this program. The humor puts me in the right frame of mind for a good night's sleep.Anyone who likes BBC comedy will thoroughly enjoy this program.,	5	My end of night laugh,	09-04-2013
